customer_id,signup_days_ago,tenure_months,plan_type,monthly_fee,usage_minutes,num_support_calls,contract_type,payment_method,last_active_days_ago,churned,is_premium,support_calls_per_month,recent_activity_flag
C102444,808,24,premium,80,326,0,monthly,bank_transfer,522,0,1,0.0,0
C102445,243,10,basic,20,333,0,annual,bank_transfer,23,0,0,0.0,0
C102446,1744,58,basic,20,413,0,annual,card,284,0,0,0.0,0
C102447,1141,38,standard,40,363,0,monthly,bank_transfer,736,0,0,0.0,0
C102448,1606,55,premium,80,393,0,monthly,card,1298,0,1,0.0,0
C102449,430,16,basic,20,313,0,annual,card,67,0,0,0.0,0
C102450,617,19,basic,20,308,0,monthly,card,232,0,0,0.0,0
C102451,918,32,premium,80,369,0,monthly,bank_transfer,610,0,1,0.0,0
C102452,1099,37,standard,40,369,1,monthly,bank_transfer,221,1,0,0.027,0
C102453,1725,59,basic,20,439,0,monthly,card,452,0,0,0.0,0
C102454,1516,51,standard,40,374,1,monthly,bank_transfer,303,0,0,0.02,0
C102455,621,22,premium,80,325,0,monthly,card,613,1,1,0.0,0
C102456,1363,44,standard,40,400,0,monthly,bank_transfer,1343,0,0,0.0,0
C102457,1139,38,standard,40,377,0,annual,upi,263,0,0,0.0,0
C102458,121,2,standard,40,284,0,monthly,card,108,0,0,0.0,0
C102459,1713,58,basic,20,411,0,monthly,card,1412,1,0,0.0,0
C102460,702,22,standard,40,331,1,monthly,card,634,0,0,0.045,0
C102461,743,25,basic,20,350,0,annual,bank_transfer,226,0,0,0.0,0
C102462,965,34,premium,80,354,1,monthly,card,455,0,1,0.029,0
C102463,1981,68,basic,20,409,0,monthly,card,1763,1,0,0.0,0
C102464,271,8,premium,80,316,1,annual,card,152,0,1,0.125,0
C102465,1918,63,basic,20,409,0,annual,card,1844,1,0,0.0,0
C102466,31,3,standard,40,313,0,monthly,bank_transfer,16,0,0,0.0,0
C102467,254,6,basic,20,311,0,monthly,bank_transfer,248,0,0,0.0,0
C102468,830,26,standard,40,352,1,monthly,bank_transfer,327,0,0,0.038,0
C102469,1798,60,standard,40,428,0,monthly,card,1684,0,0,0.0,0
C102470,1979,66,standard,40,439,1,annual,bank_transfer,818,0,0,0.015,0
C102471,1982,64,standard,40,411,0,monthly,card,1965,0,0,0.0,0
C102472,618,22,basic,20,364,2,monthly,card,520,1,0,0.091,0
C102473,145,3,premium,80,299,1,monthly,card,63,0,1,0.333,0
C102474,1719,55,standard,40,403,0,monthly,upi,735,0,0,0.0,0
C102475,947,33,standard,40,379,0,monthly,bank_transfer,491,1,0,0.0,0
C102476,1156,37,standard,40,349,1,annual,card,460,0,0,0.027,0
C102477,223,8,standard,40,303,0,monthly,bank_transfer,22,0,0,0.0,0
C102478,1219,39,basic,20,376,0,monthly,bank_transfer,565,1,0,0.0,0
C102479,900,30,standard,40,349,0,monthly,card,603,0,0,0.0,0
C102480,119,2,standard,40,290,0,monthly,card,14,0,0,0.0,1
C102481,1739,57,premium,80,397,1,monthly,card,819,0,1,0.018,0
C102482,151,4,standard,40,296,0,annual,card,3,0,0,0.0,1
C102483,172,5,basic,20,328,0,monthly,bank_transfer,161,0,0,0.0,0
C102484,1023,35,basic,20,363,1,monthly,upi,100,0,0,0.029,0
C102485,135,6,basic,20,309,1,monthly,card,129,0,0,0.167,0
C102486,916,30,basic,20,365,1,monthly,card,518,0,0,0.033,0
C102487,457,15,standard,40,322,0,monthly,card,183,0,0,0.0,0
C102488,1358,46,premium,80,387,2,monthly,card,843,0,1,0.043,0
C102489,1925,64,basic,20,463,0,monthly,bank_transfer,34,0,0,0.0,0
C102490,346,9,basic,20,314,0,monthly,card,231,0,0,0.0,0
C102491,664,23,premium,80,348,1,monthly,card,153,0,1,0.043,0
C102492,1955,63,standard,40,405,0,monthly,card,1425,0,0,0.0,0
C102493,38,2,standard,40,283,1,monthly,bank_transfer,36,0,0,0.5,0
C102494,803,26,standard,40,358,1,monthly,card,252,0,0,0.038,0
C102495,1126,35,standard,40,385,0,annual,card,804,0,0,0.0,0
C102496,1412,47,basic,20,431,0,monthly,card,563,1,0,0.0,0
C102497,252,9,basic,20,317,0,annual,card,146,0,0,0.0,0
C102498,1469,48,basic,20,395,1,monthly,bank_transfer,14,0,0,0.021,1
C102499,582,17,basic,20,326,0,monthly,card,339,1,0,0.0,0
C102500,1423,45,premium,80,375,0,monthly,upi,362,0,1,0.0,0
C102501,745,24,standard,40,361,0,monthly,card,179,0,0,0.0,0
C102502,1317,42,basic,20,370,0,monthly,card,588,0,0,0.0,0
C102503,1893,64,basic,20,439,2,monthly,card,214,0,0,0.031,0
C102504,1743,59,basic,20,428,0,monthly,upi,1177,1,0,0.0,0
C102505,1913,63,standard,40,436,0,monthly,bank_transfer,1068,1,0,0.0,0
C102506,1371,44,standard,40,381,0,annual,card,351,1,0,0.0,0
C102507,1137,35,basic,20,373,0,monthly,card,20,0,0,0.0,0
C102508,1371,47,basic,20,401,1,monthly,card,988,0,0,0.021,0
C102509,140,6,standard,40,314,0,annual,bank_transfer,52,0,0,0.0,0
C102510,280,9,standard,40,316,0,monthly,card,156,0,0,0.0,0
C102511,412,12,basic,20,348,1,annual,card,368,1,0,0.083,0
C102512,36,1,standard,40,308,0,monthly,bank_transfer,18,0,0,0.0,0
C102513,488,17,standard,40,333,0,monthly,card,181,1,0,0.0,0
C102514,1137,35,basic,20,348,0,monthly,upi,1101,0,0,0.0,0
C102515,237,6,basic,20,270,0,monthly,upi,126,0,0,0.0,0
C102516,929,32,basic,20,351,0,monthly,bank_transfer,118,0,0,0.0,0
C102517,1443,46,premium,80,410,0,monthly,upi,358,0,1,0.0,0
C102518,1367,43,premium,80,405,2,monthly,card,502,0,1,0.047,0
C102519,51,1,premium,80,294,1,annual,card,31,0,1,1.0,0
C102520,439,13,standard,40,298,1,annual,card,357,0,0,0.077,0
C102521,924,30,standard,40,338,0,monthly,upi,61,0,0,0.0,0
C102522,544,17,standard,40,296,0,monthly,card,96,0,0,0.0,0
C102523,1180,40,premium,80,359,0,monthly,card,451,0,1,0.0,0
C102524,838,27,basic,20,339,0,annual,upi,214,0,0,0.0,0
C102525,1753,58,standard,40,399,0,annual,bank_transfer,1107,1,0,0.0,0
C102526,903,32,standard,40,355,0,monthly,card,405,0,0,0.0,0
C102527,43,1,standard,40,281,1,monthly,card,28,0,0,1.0,0
C102528,1000,32,basic,20,343,1,monthly,card,106,0,0,0.031,0
C102529,1007,35,standard,40,345,0,monthly,card,488,0,0,0.0,0
C102530,1043,34,standard,40,365,0,monthly,card,356,0,0,0.0,0
C102531,1065,35,basic,20,372,0,monthly,card,130,0,0,0.0,0
C102532,116,4,standard,40,274,1,monthly,card,21,0,0,0.25,0
C102533,1577,52,basic,20,428,1,monthly,card,595,0,0,0.019,0
C102534,938,29,premium,80,364,1,annual,card,600,0,1,0.034,0
C102535,1590,55,standard,40,404,0,monthly,bank_transfer,225,0,0,0.0,0
C102536,1354,43,standard,40,389,2,monthly,card,1129,0,0,0.047,0
C102537,1296,45,basic,20,384,0,annual,card,952,0,0,0.0,0
C102538,151,6,basic,20,319,0,annual,card,137,0,0,0.0,0
C102539,1200,40,standard,40,347,0,monthly,upi,870,0,0,0.0,0
C102540,1620,54,basic,20,420,1,monthly,upi,1124,0,0,0.019,0
C102541,779,25,standard,40,350,0,monthly,card,147,1,0,0.0,0
C102542,1409,48,basic,20,407,0,monthly,upi,1253,0,0,0.0,0
C102543,714,23,standard,40,360,1,monthly,card,86,0,0,0.043,0
C102544,1957,63,standard,40,414,0,monthly,card,522,0,0,0.0,0
C102545,1786,59,basic,20,435,0,monthly,card,1671,0,0,0.0,0
C102546,1684,57,standard,40,413,0,monthly,card,92,0,0,0.0,0
C102547,338,9,standard,40,336,0,monthly,bank_transfer,291,0,0,0.0,0
C102548,724,24,standard,40,347,0,monthly,card,152,0,0,0.0,0
C102549,317,10,basic,20,335,1,monthly,bank_transfer,95,0,0,0.1,0
C102550,336,10,standard,40,318,1,monthly,card,61,1,0,0.1,0
C102551,1865,64,basic,20,396,0,monthly,card,982,1,0,0.0,0
C102552,1647,52,basic,20,405,0,annual,card,916,1,0,0.0,0
C102553,943,30,basic,20,376,0,monthly,card,914,0,0,0.0,0
C102554,1776,60,standard,40,454,0,monthly,bank_transfer,408,1,0,0.0,0
C102555,691,25,basic,20,357,1,annual,bank_transfer,86,0,0,0.04,0
C102556,578,17,premium,80,327,1,monthly,card,210,0,1,0.059,0
C102557,1405,46,basic,20,370,0,monthly,card,382,1,0,0.0,0
C102558,341,9,basic,20,312,1,monthly,card,82,0,0,0.111,0
C102559,902,30,basic,20,344,0,monthly,upi,738,0,0,0.0,0
C102560,1112,39,basic,20,368,1,monthly,card,870,0,0,0.026,0
C102561,1696,56,standard,40,413,0,monthly,card,1176,0,0,0.0,0
C102562,953,32,basic,20,348,0,monthly,card,4,0,0,0.0,1
C102563,1767,58,basic,20,420,1,annual,card,1099,1,0,0.017,0
C102564,784,27,basic,20,367,0,monthly,upi,410,0,0,0.0,0
C102565,64,4,basic,20,331,1,monthly,card,3,0,0,0.25,1
C102566,474,17,basic,20,327,0,monthly,upi,371,0,0,0.0,0
C102567,122,2,standard,40,321,1,annual,bank_transfer,82,0,0,0.5,0
C102568,1260,43,standard,40,380,0,monthly,bank_transfer,940,0,0,0.0,0
C102569,382,13,standard,40,304,0,monthly,bank_transfer,361,0,0,0.0,0
C102570,932,30,standard,40,377,1,monthly,bank_transfer,411,0,0,0.033,0
C102571,1385,45,standard,40,397,1,monthly,card,34,0,0,0.022,0
C102572,1870,61,premium,80,440,0,monthly,card,1265,0,1,0.0,0
C102573,891,29,basic,20,378,0,monthly,card,655,0,0,0.0,0
C102574,1778,58,basic,20,398,0,monthly,card,907,0,0,0.0,0
C102575,188,7,basic,20,318,0,monthly,card,79,0,0,0.0,0
C102576,986,32,basic,20,363,1,monthly,card,74,0,0,0.031,0
C102577,53,3,basic,20,280,0,annual,card,42,0,0,0.0,0
C102578,433,12,standard,40,330,1,monthly,card,283,0,0,0.083,0
C102579,834,26,basic,20,340,1,annual,upi,726,0,0,0.038,0
C102580,545,20,premium,80,335,0,monthly,bank_transfer,237,0,1,0.0,0
C102581,761,26,basic,20,317,1,monthly,bank_transfer,336,0,0,0.038,0
C102582,1417,45,basic,20,385,0,monthly,card,585,0,0,0.0,0
C102583,1435,49,premium,80,358,0,monthly,card,566,1,1,0.0,0
C102584,561,16,standard,40,342,0,monthly,card,82,0,0,0.0,0
C102585,985,31,basic,20,345,0,monthly,card,675,0,0,0.0,0
C102586,181,7,standard,40,330,1,monthly,card,61,1,0,0.143,0
C102587,1615,51,standard,40,388,1,monthly,bank_transfer,874,0,0,0.02,0
C102588,1742,60,basic,20,427,0,monthly,bank_transfer,678,0,0,0.0,0
C102589,976,31,basic,20,362,1,monthly,card,627,1,0,0.032,0
C102590,637,20,standard,40,380,1,monthly,upi,296,1,0,0.05,0
C102591,1670,57,standard,40,400,0,monthly,bank_transfer,699,0,0,0.0,0
C102592,449,16,basic,20,309,0,monthly,bank_transfer,254,0,0,0.0,0
C102593,1303,41,standard,40,354,1,monthly,card,833,0,0,0.024,0
C102594,1170,39,basic,20,384,0,monthly,upi,954,0,0,0.0,0
C102595,895,28,premium,80,340,0,monthly,card,864,0,1,0.0,0
C102596,1565,50,basic,20,393,0,monthly,card,1447,1,0,0.0,0
C102597,1793,61,premium,80,423,0,monthly,bank_transfer,986,0,1,0.0,0
C102598,607,18,standard,40,333,0,monthly,card,18,0,0,0.0,0
C102599,364,14,basic,20,343,0,monthly,upi,310,0,0,0.0,0
C102600,1471,50,basic,20,419,0,monthly,upi,813,0,0,0.0,0
C102601,961,34,standard,40,369,1,monthly,card,3,0,0,0.029,1
C102602,1827,62,premium,80,426,0,monthly,card,466,1,1,0.0,0
C102603,324,12,basic,20,347,0,monthly,card,189,0,0,0.0,0
C102604,1991,66,basic,20,449,0,monthly,card,1304,1,0,0.0,0
C102605,784,28,standard,40,383,0,monthly,card,62,0,0,0.0,0
C102606,1424,46,standard,40,354,1,monthly,card,1013,1,0,0.022,0
C102607,215,6,basic,20,289,0,monthly,card,197,0,0,0.0,0
C102608,1299,41,standard,40,379,1,monthly,bank_transfer,1277,0,0,0.024,0
C102609,666,22,standard,40,347,0,annual,card,626,0,0,0.0,0
C102610,1321,42,basic,20,404,0,monthly,upi,1025,0,0,0.0,0
C102611,1696,55,basic,20,422,0,monthly,card,66,0,0,0.0,0
C102612,1290,42,basic,20,406,0,annual,card,877,0,0,0.0,0
C102613,559,19,standard,40,361,1,monthly,bank_transfer,285,0,0,0.053,0
C102614,1605,55,standard,40,431,1,annual,card,131,0,0,0.018,0
C102615,50,1,standard,40,307,0,monthly,bank_transfer,47,0,0,0.0,0
C102616,940,29,basic,20,376,0,monthly,bank_transfer,554,1,0,0.0,0
C102617,1790,57,basic,20,434,0,monthly,bank_transfer,604,0,0,0.0,0
C102618,896,31,standard,40,373,0,monthly,card,652,0,0,0.0,0
C102619,823,29,basic,20,373,0,annual,bank_transfer,46,0,0,0.0,0
C102620,1573,53,standard,40,418,0,annual,bank_transfer,1254,0,0,0.0,0
C102621,129,4,standard,40,315,0,monthly,card,27,0,0,0.0,0
C102622,781,24,basic,20,360,0,monthly,bank_transfer,548,0,0,0.0,0
C102623,507,18,basic,20,355,1,annual,card,27,0,0,0.056,0
C102624,1652,53,basic,20,391,1,monthly,card,1434,0,0,0.019,0
C102625,1351,47,basic,20,412,0,monthly,card,901,0,0,0.0,0
C102626,969,31,standard,40,345,0,annual,card,221,0,0,0.0,0
C102627,555,16,basic,20,343,3,annual,card,375,0,0,0.188,0
C102628,363,11,basic,20,303,0,monthly,card,8,1,0,0.0,1
C102629,31,1,standard,40,307,2,monthly,card,5,1,0,2.0,1
C102630,404,13,basic,20,326,1,annual,card,69,0,0,0.077,0
C102631,322,11,standard,40,320,3,monthly,upi,65,0,0,0.273,0
C102632,866,27,basic,20,338,0,monthly,card,606,0,0,0.0,0
C102633,1987,68,basic,20,415,0,monthly,upi,1716,0,0,0.0,0
C102634,1034,34,basic,20,361,0,annual,card,745,0,0,0.0,0
C102635,582,17,basic,20,351,0,monthly,bank_transfer,260,0,0,0.0,0
C102636,347,10,standard,40,332,0,monthly,card,19,0,0,0.0,0
C102637,1555,49,standard,40,384,1,monthly,card,1419,1,0,0.02,0
C102638,1881,60,basic,20,415,1,monthly,upi,1381,0,0,0.017,0
C102639,410,11,basic,20,295,0,annual,bank_transfer,357,0,0,0.0,0
C102640,1676,56,basic,20,394,0,annual,bank_transfer,1415,0,0,0.0,0
C102641,43,2,basic,20,306,0,monthly,card,42,0,0,0.0,0
C102642,533,19,basic,20,318,0,monthly,bank_transfer,39,0,0,0.0,0
C102643,260,7,standard,40,323,0,monthly,card,258,0,0,0.0,0
C102644,1137,37,standard,40,391,1,monthly,card,350,0,0,0.027,0
C102645,159,5,basic,20,333,1,annual,card,28,0,0,0.2,0
C102646,1796,59,standard,40,422,0,monthly,card,965,0,0,0.0,0
C102647,867,26,premium,80,336,1,monthly,card,311,0,1,0.038,0
C102648,1198,40,basic,20,425,0,monthly,bank_transfer,961,0,0,0.0,0
C102649,920,29,standard,40,345,1,monthly,upi,598,0,0,0.034,0
C102650,1910,61,standard,40,461,0,monthly,card,1131,0,0,0.0,0
C102651,57,2,basic,20,304,1,monthly,upi,29,1,0,0.5,0
C102652,95,4,premium,80,285,0,monthly,bank_transfer,52,0,1,0.0,0
C102653,1216,39,basic,20,395,1,monthly,card,45,1,0,0.026,0
C102654,1282,41,basic,20,390,0,monthly,card,136,0,0,0.0,0
C102655,290,8,standard,40,296,0,annual,card,262,0,0,0.0,0
C102656,1502,48,basic,20,376,0,monthly,card,1454,0,0,0.0,0
C102657,1477,51,basic,20,438,0,annual,upi,555,0,0,0.0,0
C102658,489,15,basic,20,310,0,monthly,card,250,0,0,0.0,0
C102659,1729,59,standard,40,423,0,monthly,card,432,0,0,0.0,0
C102660,330,9,standard,40,304,0,monthly,card,206,0,0,0.0,0
C102661,948,33,standard,40,364,1,monthly,card,445,0,0,0.03,0
C102662,1356,45,premium,80,379,2,monthly,card,1082,0,1,0.044,0
C102663,316,12,basic,20,348,0,monthly,card,205,0,0,0.0,0
C102664,1448,47,basic,20,367,0,monthly,upi,330,0,0,0.0,0
C102665,1063,33,standard,40,382,1,annual,card,595,0,0,0.03,0
C102666,1760,57,standard,40,392,1,monthly,card,524,0,0,0.018,0
C102667,659,21,basic,20,343,1,monthly,upi,157,0,0,0.048,0
C102668,299,8,basic,20,323,1,monthly,card,103,0,0,0.125,0
C102669,621,19,standard,40,318,0,monthly,card,358,0,0,0.0,0
C102670,1658,54,premium,80,377,1,monthly,card,851,0,1,0.019,0
C102671,1831,62,standard,40,419,0,annual,card,1388,0,0,0.0,0
C102672,873,29,basic,20,358,1,monthly,card,554,0,0,0.034,0
C102673,891,28,premium,80,359,0,annual,card,178,0,1,0.0,0
C102674,1414,46,premium,80,398,0,monthly,card,357,0,1,0.0,0
C102675,1310,42,standard,40,394,0,monthly,bank_transfer,1287,0,0,0.0,0
C102676,162,3,standard,40,343,1,monthly,card,36,0,0,0.333,0
C102677,1329,45,standard,40,402,0,monthly,card,1273,0,0,0.0,0
C102678,1829,58,premium,80,437,0,annual,upi,1143,1,1,0.0,0
C102679,1736,58,standard,40,406,1,annual,bank_transfer,1215,0,0,0.017,0
C102680,1001,32,standard,40,359,1,monthly,bank_transfer,806,0,0,0.031,0
C102681,542,18,standard,40,342,1,annual,card,61,0,0,0.056,0
C102682,342,13,basic,20,340,1,monthly,card,209,0,0,0.077,0
C102683,605,22,standard,40,363,0,monthly,card,51,0,0,0.0,0
C102684,915,29,standard,40,361,0,annual,bank_transfer,721,1,0,0.0,0
C102685,1337,42,premium,80,384,1,monthly,card,312,0,1,0.024,0
C102686,1174,39,basic,20,361,1,monthly,bank_transfer,387,0,0,0.026,0
C102687,1160,39,standard,40,365,0,monthly,upi,138,0,0,0.0,0
C102688,1986,65,basic,20,427,0,monthly,bank_transfer,1875,0,0,0.0,0
C102689,716,23,standard,40,331,0,monthly,bank_transfer,18,0,0,0.0,0
C102690,1257,41,standard,40,399,1,monthly,card,320,1,0,0.024,0
C102691,194,7,basic,20,318,0,monthly,card,94,0,0,0.0,0
C102692,334,11,standard,40,323,0,monthly,card,129,0,0,0.0,0
C102693,1550,49,basic,20,401,1,monthly,card,1128,0,0,0.02,0
C102694,1685,54,basic,20,420,1,annual,card,944,0,0,0.019,0
C102695,1609,51,standard,40,383,1,monthly,card,1220,1,0,0.02,0
C102696,1877,62,basic,20,423,0,monthly,upi,259,0,0,0.0,0
C102697,185,4,basic,20,285,1,monthly,upi,38,0,0,0.25,0
C102698,1420,48,basic,20,377,1,monthly,upi,816,0,0,0.021,0
C102699,1772,59,basic,20,447,0,monthly,card,1154,0,0,0.0,0
C102700,1955,67,standard,40,437,1,monthly,card,153,0,0,0.015,0
C102701,649,21,basic,20,349,1,monthly,card,552,1,0,0.048,0
C102702,1304,44,premium,80,388,0,monthly,card,121,0,1,0.0,0
C102703,986,34,basic,20,372,0,monthly,bank_transfer,755,1,0,0.0,0
C102704,1969,65,basic,20,410,2,monthly,card,756,0,0,0.031,0
C102705,1935,62,basic,20,419,0,monthly,card,1167,0,0,0.0,0
C102706,363,11,standard,40,330,1,monthly,card,185,0,0,0.091,0
C102707,1695,55,standard,40,398,1,monthly,card,546,0,0,0.018,0
C102708,998,31,premium,80,370,0,monthly,bank_transfer,210,0,1,0.0,0
C102709,540,17,standard,40,322,0,monthly,upi,399,0,0,0.0,0
C102710,1346,43,basic,20,426,0,monthly,upi,1056,0,0,0.0,0
C102711,1073,33,standard,40,360,1,monthly,card,405,0,0,0.03,0
C102712,311,8,premium,80,314,1,monthly,upi,191,0,1,0.125,0
C102713,826,27,basic,20,384,0,monthly,card,162,0,0,0.0,0
C102714,1054,35,basic,20,354,0,monthly,bank_transfer,763,0,0,0.0,0
C102715,148,2,standard,40,289,0,monthly,upi,38,0,0,0.0,0
C102716,1088,37,basic,20,376,0,monthly,card,130,0,0,0.0,0
C102717,227,6,premium,80,333,0,monthly,upi,95,0,1,0.0,0
C102718,514,17,basic,20,295,1,monthly,card,269,0,0,0.059,0
C102719,1810,59,basic,20,424,2,monthly,card,1704,1,0,0.034,0
C102720,1112,39,premium,80,384,1,monthly,card,903,0,1,0.026,0
C102721,866,26,standard,40,350,0,monthly,bank_transfer,366,1,0,0.0,0
C102722,1214,41,basic,20,412,1,monthly,bank_transfer,786,0,0,0.024,0
C102723,1038,36,premium,80,374,0,annual,bank_transfer,364,0,1,0.0,0
C102724,720,26,basic,20,352,1,annual,card,433,0,0,0.038,0
C102725,1259,43,basic,20,422,1,annual,card,610,1,0,0.023,0
C102726,1065,33,premium,80,348,1,monthly,bank_transfer,931,0,1,0.03,0
C102727,519,17,standard,40,358,0,monthly,card,322,0,0,0.0,0
C102728,305,8,basic,20,323,0,annual,card,216,0,0,0.0,0
C102729,722,24,basic,20,357,0,monthly,card,588,0,0,0.0,0
C102730,271,11,standard,40,321,0,monthly,card,207,0,0,0.0,0
C102731,1269,44,basic,20,371,1,monthly,card,347,0,0,0.023,0
C102732,1304,44,standard,40,403,0,annual,card,44,0,0,0.0,0
C102733,1864,62,standard,40,400,0,annual,upi,346,0,0,0.0,0
C102734,155,7,basic,20,305,0,monthly,bank_transfer,71,1,0,0.0,0
C102735,246,7,standard,40,329,0,annual,bank_transfer,134,0,0,0.0,0
C102736,1359,46,premium,80,364,1,monthly,card,368,1,1,0.022,0
C102737,1850,59,basic,20,405,0,monthly,bank_transfer,533,0,0,0.0,0
C102738,1238,42,basic,20,420,0,annual,card,357,1,0,0.0,0
C102739,1092,35,basic,20,401,1,annual,card,494,1,0,0.029,0
C102740,1276,42,standard,40,391,0,monthly,card,904,0,0,0.0,0
C102741,1237,39,premium,80,382,0,annual,bank_transfer,59,0,1,0.0,0
C102742,524,15,basic,20,341,1,monthly,card,297,0,0,0.067,0
C102743,456,15,basic,20,302,0,monthly,card,58,0,0,0.0,0
C102744,1231,42,basic,20,379,0,annual,card,230,0,0,0.0,0
C102745,948,33,standard,40,408,1,annual,bank_transfer,796,1,0,0.03,0
C102746,1481,50,basic,20,389,1,monthly,bank_transfer,447,0,0,0.02,0
C102747,1347,43,standard,40,338,0,monthly,upi,612,0,0,0.0,0
C102748,1905,65,basic,20,440,1,monthly,card,1649,0,0,0.015,0
C102749,180,7,standard,40,315,0,annual,upi,111,0,0,0.0,0
C102750,413,13,standard,40,302,0,monthly,bank_transfer,41,0,0,0.0,0
C102751,1691,55,standard,40,431,0,annual,card,1052,0,0,0.0,0
C102752,1866,61,basic,20,409,2,monthly,bank_transfer,987,0,0,0.033,0
C102753,337,10,standard,40,310,3,monthly,card,276,0,0,0.3,0
C102754,1389,48,basic,20,361,0,annual,card,608,0,0,0.0,0
C102755,1999,64,basic,20,406,1,monthly,card,702,1,0,0.016,0
C102756,775,27,standard,40,348,1,monthly,card,378,0,0,0.037,0
C102757,921,31,standard,40,307,0,monthly,card,830,0,0,0.0,0
C102758,404,11,basic,20,331,0,monthly,upi,37,1,0,0.0,0
C102759,1061,36,basic,20,383,0,monthly,card,288,0,0,0.0,0
C102760,1394,44,standard,40,362,1,annual,card,974,0,0,0.023,0
C102761,158,7,standard,40,296,0,monthly,card,0,0,0,0.0,1
C102762,1044,33,basic,20,377,0,monthly,card,451,0,0,0.0,0
C102763,1829,60,standard,40,437,0,annual,upi,27,0,0,0.0,0
C102764,698,22,basic,20,347,0,monthly,card,333,0,0,0.0,0
C102765,1405,48,standard,40,387,2,monthly,card,1396,1,0,0.042,0
C102766,1411,45,premium,80,366,2,monthly,bank_transfer,560,0,1,0.044,0
C102767,546,17,basic,20,319,0,monthly,card,300,0,0,0.0,0
C102768,1548,53,standard,40,406,0,monthly,upi,203,0,0,0.0,0
C102769,115,4,basic,20,278,0,monthly,card,5,0,0,0.0,1
C102770,1228,40,standard,40,421,0,monthly,bank_transfer,1138,1,0,0.0,0
C102771,1855,60,standard,40,410,0,monthly,bank_transfer,1043,1,0,0.0,0
C102772,1246,39,premium,80,357,0,monthly,bank_transfer,1007,0,1,0.0,0
C102773,340,12,basic,20,317,2,monthly,bank_transfer,84,0,0,0.167,0
C102774,1172,41,basic,20,362,1,annual,bank_transfer,911,0,0,0.024,0
C102775,1271,42,basic,20,397,0,monthly,card,395,0,0,0.0,0
C102776,456,13,premium,80,284,1,monthly,card,252,0,1,0.077,0
C102777,1467,50,standard,40,408,0,monthly,upi,1075,0,0,0.0,0
C102778,143,6,standard,40,312,0,monthly,card,96,0,0,0.0,0
C102779,1198,38,basic,20,357,0,monthly,card,1137,0,0,0.0,0
C102780,1591,52,premium,80,395,0,monthly,card,513,0,1,0.0,0
C102781,1701,54,standard,40,403,0,annual,card,545,0,0,0.0,0
C102782,332,13,standard,40,319,2,monthly,bank_transfer,281,0,0,0.154,0
C102783,773,24,basic,20,361,1,monthly,bank_transfer,672,0,0,0.042,0
C102784,1934,64,basic,20,462,0,monthly,card,1193,0,0,0.0,0
C102785,617,20,standard,40,323,2,annual,upi,605,0,0,0.1,0
C102786,1016,35,standard,40,375,0,monthly,bank_transfer,759,0,0,0.0,0
C102787,1893,62,basic,20,457,0,monthly,card,1344,0,0,0.0,0
C102788,374,10,standard,40,298,0,monthly,card,365,0,0,0.0,0
C102789,843,26,basic,20,352,0,monthly,upi,519,1,0,0.0,0
C102790,830,25,standard,40,350,0,monthly,card,109,0,0,0.0,0
C102791,1054,35,standard,40,359,1,monthly,card,905,0,0,0.029,0
C102792,1200,39,basic,20,368,0,monthly,card,952,1,0,0.0,0
C102793,1340,43,standard,40,372,0,monthly,card,679,0,0,0.0,0
C102794,1707,56,basic,20,445,2,monthly,upi,1601,0,0,0.036,0
C102795,1106,34,basic,20,372,0,annual,bank_transfer,958,0,0,0.0,0
C102796,1357,43,standard,40,392,0,monthly,card,323,0,0,0.0,0
C102797,1122,39,basic,20,366,1,monthly,bank_transfer,11,0,0,0.026,1
C102798,390,14,basic,20,333,1,annual,card,286,0,0,0.071,0
C102799,1655,54,basic,20,407,0,monthly,card,1046,1,0,0.0,0
C102800,1273,41,basic,20,382,0,monthly,bank_transfer,1184,0,0,0.0,0
C102801,1039,33,basic,20,349,1,monthly,card,263,0,0,0.03,0
C102802,733,25,basic,20,343,1,monthly,upi,701,1,0,0.04,0
C102803,604,22,standard,40,315,1,monthly,bank_transfer,379,1,0,0.045,0
C102804,1638,55,basic,20,447,0,annual,card,79,0,0,0.0,0
C102805,1214,38,standard,40,404,2,monthly,upi,424,0,0,0.053,0
C102806,1734,55,basic,20,409,1,annual,card,615,0,0,0.018,0
C102807,1142,37,basic,20,394,0,annual,card,435,0,0,0.0,0
C102808,717,23,basic,20,310,0,monthly,bank_transfer,77,0,0,0.0,0
C102809,810,26,premium,80,355,1,monthly,bank_transfer,523,0,1,0.038,0
C102810,614,20,standard,40,318,0,annual,card,110,0,0,0.0,0
C102811,1810,61,standard,40,405,0,monthly,upi,990,0,0,0.0,0
C102812,618,18,basic,20,366,0,monthly,card,451,1,0,0.0,0
C102813,1212,40,standard,40,392,1,monthly,card,259,0,0,0.025,0
C102814,518,18,basic,20,329,1,monthly,upi,350,0,0,0.056,0
C102815,1000,31,basic,20,358,2,monthly,bank_transfer,929,1,0,0.065,0
C102816,1377,45,standard,40,416,1,monthly,card,707,0,0,0.022,0
C102817,1663,54,basic,20,396,0,monthly,upi,851,0,0,0.0,0
C102818,1434,46,premium,80,429,0,monthly,bank_transfer,1207,1,1,0.0,0
C102819,1155,37,basic,20,368,0,annual,bank_transfer,657,0,0,0.0,0
C102820,523,18,premium,80,336,1,monthly,bank_transfer,174,0,1,0.056,0
